Case ID,Date Filed,#,Docket Text,standard_clean,keep_allcaps_clean,,,,,,,
 1:17-cv-04006-RJS,2018-02-09,63,"MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order. Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) (Entered: 02/09/2018)","['motion', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', 'document', 'file', 'lg', 'capital', 'fund', 'llckehrli', 'kevin', 'enter', '02092018']","['MOTION', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', 'document', 'file', 'LG', 'capital', 'fund', 'llckehrli', 'kevin', 'enter', '02092018']",,,,,,,
 1:17-cv-04006-RJS,2018-02-09,64,"SUPPLEMENTAL MEMORANDUM OF LAW in Support re: 63 MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order., 34 MOTION for Summary Judgment . . Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 02/09/2018)","['supplemental', 'memorandum', 'law', 'support', 're', '63', 'motion', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', '34', 'motion', 'summary', 'judgment', 'document', 'file', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '02092018']","['SUPPLEMENTALMEMORANDUMOFLAW', 'support', 're', '63', 'MOTION', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', '34', 'MOTION', 'summary', 'judgment', 'document', 'file', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '02092018']",,,,,,,
 1:17-cv-04006-RJS,2018-03-02,65,"SUPPLEMENTAL MEMORANDUM OF LAW in Opposition re: 63 MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order. . Document filed by Exeled Holdings Inc.. (Fellner, Gary) (Entered: 03/02/2018)","['supplemental', 'memorandum', 'law', 'opposition', 're', '63', 'motion', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', 'document', 'file', 'exeled', 'hold', 'inc', 'fellner', 'gary', 'enter', '03022018']","['SUPPLEMENTALMEMORANDUMOFLAW', 'opposition', 're', '63', 'MOTION', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', 'document', 'file', 'exeled', 'hold', 'inc', 'fellner', 'gary', 'enter', '03022018']",,,,,,,
 1:17-cv-04006-RJS,2018-03-02,66,"DECLARATION of Gary M. Fellner, Esq. in Opposition re: 63 MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order.. Document filed by Exeled Holdings Inc.. (Attachments: # 1 Exhibit - A to Fellner Declaration, # 2 Exhibit - B to Fellner Declaration)(Fellner, Gary) (Entered: 03/02/2018)","['declaration', 'gary', 'm', 'fellner', 'esq', 'opposition', 're', '63', 'motion', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', 'document', 'file', 'exeled', 'hold', 'inc', 'attachments', '1', 'exhibit', 'fellner', 'declaration', '2', 'exhibit', 'b', 'fellner', 'declarationfellner', 'gary', 'enter', '03022018']","['DECLARATION', 'gary', 'M', 'fellner', 'esq', 'opposition', 're', '63', 'MOTION', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', 'document', 'file', 'exeled', 'hold', 'inc', 'attachments', '1', 'exhibit', 'A', 'fellner', 'declaration', '2', 'exhibit', 'B', 'fellner', 'declarationfellner', 'gary', 'enter', '03022018']",,,,,,,
 1:17-cv-04006-RJS,2018-03-09,67,"SUPPLEMENTAL REPLY MEMORANDUM OF LAW in Support re: 63 MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order. . Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 03/09/2018)","['supplemental', 'reply', 'memorandum', 'law', 'support', 're', '63', 'motion', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', 'document', 'file', 'lg', 'capital', 'fund', 'llc', 'kehrli', 'kevin', 'enter', '03092018']","['SUPPLEMENTALREPLYMEMORANDUMOFLAW', 'support', 're', '63', 'MOTION', 'summary', 'judgment', 'renew', 'per', 'court', 'january', '11', '2018', 'order', 'document', 'file', 'LG', 'capital', 'fund', 'LLC', 'kehrli', 'kevin', 'enter', '03092018']",,,,,,,
 1:17-cv-04646-DAB,2017-06-20,1,"COMPLAINT against ACB Associates, L.P.. (Filing Fee $ 400.00, Receipt Number 0208-13807195)Document filed by Larry Philpot.(Scileppi, Laura) (Entered: 06/20/2017)","['complaint', 'acb', 'associate', 'lp', 'file', 'fee', '40000', 'receipt', 'number', '020813807195document', 'file', 'larry', 'philpotscileppi', 'laura', 'enter', '06202017']","['COMPLAINT', 'ACB', 'associate', 'LP', 'file', 'fee', '40000', 'receipt', 'number', '020813807195document', 'file', 'larry', 'philpotscileppi', 'laura', 'enter', '06202017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-20,2,"CIVIL COVER SHEET filed. (Scileppi, Laura) (Entered: 06/20/2017)","['civil', 'cover', 'sheet', 'file', 'scileppi', 'laura', 'enter', '06202017']","['CIVILCOVERSHEET', 'file', 'scileppi', 'laura', 'enter', '06202017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-20,3,"REQUEST FOR ISSUANCE OF SUMMONS as to ACB Associates, L.P., re: 1 Complaint. Document filed by Larry Philpot. (Scileppi, Laura) (Entered: 06/20/2017)","['request', 'issuance', 'summon', 'acb', 'associate', 'lp', 're', '1', 'complaint', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '06202017']","['REQUESTFORISSUANCEOFSUMMONS', 'ACB', 'associate', 'LP', 're', '1', 'complaint', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '06202017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-20,4,"NOTICE OF APPEARANCE by William Irvin Dunnegan on behalf of Larry Philpot. (Dunnegan, William) (Entered: 06/20/2017)","['notice', 'appearance', 'william', 'irvin', 'dunnegan', 'behalf', 'larry', 'philpot', 'dunnegan', 'william', 'enter', '06202017']","['NOTICEOFAPPEARANCE', 'william', 'irvin', 'dunnegan', 'behalf', 'larry', 'philpot', 'dunnegan', 'william', 'enter', '06202017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-20,5,"AO 121 FORM COPYRIGHT - NOTICE OF SUBMISSION BY ATTORNEY. AO 121 Form Copyright for case opening submitted to court for review.(Dunnegan, William) (Entered: 06/20/2017)","['ao', '121', 'form', 'copyright', 'notice', 'submission', 'attorney', 'ao', '121', 'form', 'copyright', 'case', 'open', 'submit', 'court', 'reviewdunnegan', 'william', 'enter', '06202017']","['AO', '121', 'FORMCOPYRIGHT', 'NOTICEOFSUBMISSIONBYATTORNEYAO', '121', 'form', 'copyright', 'case', 'open', 'submit', 'court', 'reviewdunnegan', 'william', 'enter', '06202017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-20,6,"NOTICE OF APPEARANCE by Richard Weiss on behalf of Larry Philpot. (Weiss, Richard) (Entered: 06/20/2017)","['notice', 'appearance', 'richard', 'weiss', 'behalf', 'larry', 'philpot', 'weiss', 'richard', 'enter', '06202017']","['NOTICEOFAPPEARANCE', 'richard', 'weiss', 'behalf', 'larry', 'philpot', 'weiss', 'richard', 'enter', '06202017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-20,7,"NOTICE OF APPEARANCE by Andrew Sup Chung on behalf of Larry Philpot. (Chung, Andrew) (Entered: 06/20/2017)","['notice', 'appearance', 'andrew', 'sup', 'chung', 'behalf', 'larry', 'philpot', 'chung', 'andrew', 'enter', '06202017']","['NOTICEOFAPPEARANCE', 'andrew', 'sup', 'chung', 'behalf', 'larry', 'philpot', 'chung', 'andrew', 'enter', '06202017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-21,,"CASE OPENING INITIAL ASSIGNMENT NOTICE: The above-entitled action is assigned to Judge Deborah A. Batts. Please download and review the Individual Practices of the assigned District Judge, located at http://nysd.uscourts.gov/judges/District. Attorneys are responsible for providing courtesy copies to judges where their Individual Practices require such. Please download and review the ECF Rules and Instructions, located at http://nysd.uscourts.gov/ecf_filing.php. (pc) (Entered: 06/21/2017)","['case', 'open', 'initial', 'assignment', 'notice', 'aboveentitled', 'action', 'assign', 'judge', 'deborah', 'a', 'batts', 'please', 'download', 'review', 'individual', 'practice', 'assign', 'district', 'judge', 'locate', 'httpnysduscourtsgovjudgesdistrict', 'attorneys', 'responsible', 'provide', 'courtesy', 'copy', 'judge', 'individual', 'practice', 'require', 'such', 'please', 'download', 'review', 'ecf', 'rule', 'instructions', 'locate', 'httpnysduscourtsgovecffilingphp', 'pc', 'enter', '06212017']","['CASEOPENINGINITIALASSIGNMENTNOTICE', 'aboveentitled', 'action', 'assign', 'judge', 'deborah', 'A', 'batts', 'please', 'download', 'review', 'individual', 'practice', 'assign', 'district', 'judge', 'locate', 'httpnysduscourtsgovjudgesdistrict', 'attorneys', 'responsible', 'provide', 'courtesy', 'copy', 'judge', 'individual', 'practice', 'require', 'such', 'please', 'download', 'review', 'ECF', 'rule', 'instructions', 'locate', 'httpnysduscourtsgovecffilingphp', 'pc', 'enter', '06212017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-21,,Magistrate Judge Debra C. Freeman is so designated. Pursuant to 28 U.S.C. Section 636(c) and Fed. R. Civ. P. 73(b)(1) parties are notified that they may consent to proceed before a United States Magistrate Judge. Parties who wish to consent may access the necessary form at the following link: http://nysd.uscourts.gov/forms.php. (pc) (Entered: 06/21/2017),"['magistrate', 'judge', 'debra', 'c', 'freeman', 'designate', 'pursuant', '28', 'usc', 'section', '636c', 'feed', 'r', 'civ', 'p', '73b1', 'party', 'notify', 'may', 'consent', 'proceed', 'unite', 'state', 'magistrate', 'judge', 'party', 'wish', 'consent', 'may', 'access', 'necessary', 'form', 'follow', 'link', 'httpnysduscourtsgovformsphp', 'pc', 'enter', '06212017']","['magistrate', 'judge', 'debra', 'C', 'freeman', 'designate', 'pursuant', '28', 'USC', 'section', '636c', 'feed', 'R', 'civ', 'P', '73b1', 'party', 'notify', 'may', 'consent', 'proceed', 'unite', 'state', 'magistrate', 'judge', 'party', 'wish', 'consent', 'may', 'access', 'necessary', 'form', 'follow', 'link', 'httpnysduscourtsgovformsphp', 'pc', 'enter', '06212017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-21,,Case Designated ECF. (pc) (Entered: 06/21/2017),"['case', 'designate', 'ecf', 'pc', 'enter', '06212017']","['case', 'designate', 'ECF', 'pc', 'enter', '06212017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-21,8,"ELECTRONIC SUMMONS ISSUED as to ACB Associates, L.P.. (pc) (Entered: 06/21/2017)","['electronic', 'summon', 'issue', 'acb', 'associate', 'lp', 'pc', 'enter', '06212017']","['ELECTRONICSUMMONSISSUED', 'ACB', 'associate', 'LP', 'pc', 'enter', '06212017']",,,,,,,
 1:17-cv-04646-DAB,2017-06-21,9,"AO 121 FORM COPYRIGHT - CASE OPENING - SUBMITTED. In compliance with the provisions of 17 U.S.C. 508, the Register of Copyrights is hereby advised that a court action has been filed on the following copyright(s) in the U.S. District Court Southern District of New York. Form e-mailed to Register of Copyrights. (pc) (Entered: 06/21/2017)","['ao', '121', 'form', 'copyright', 'case', 'open', 'submit', 'compliance', 'provision', '17', 'usc', '508', 'register', 'copyright', 'hereby', 'advise', 'court', 'action', 'file', 'follow', 'copyright', 'us', 'district', 'court', 'southern', 'district', 'new', 'york', 'form', 'email', 'register', 'copyright', 'pc', 'enter', '06212017']","['AO', '121', 'FORMCOPYRIGHT', 'CASEOPENING', 'SUBMITTED', 'compliance', 'provision', '17', 'USC', '508', 'register', 'copyright', 'hereby', 'advise', 'court', 'action', 'file', 'follow', 'copyright', 'US', 'district', 'court', 'southern', 'district', 'new', 'york', 'form', 'email', 'register', 'copyright', 'pc', 'enter', '06212017']",,,,,,,
 1:17-cv-04646-DAB,2017-07-17,10,"FIRST AMENDED COMPLAINT amending 1 Complaint against ACB Associates, L.P., The New York Observer, L.P., The New York Observer, LLC, Company ABC with JURY DEMAND.Document filed by Larry Philpot. Related document: 1 Complaint filed by Larry Philpot. (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Exhibit C)(Scileppi, Laura) (Entered: 07/17/2017)","['first', 'amend', 'complaint', 'amend', '1', 'complaint', 'acb', 'associate', 'lp', 'new', 'york', 'observer', 'lp', 'new', 'york', 'observer', 'llc', 'company', 'abc', 'jury', 'demanddocument', 'file', 'larry', 'philpot', 'relate', 'document', '1', 'complaint', 'file', 'larry', 'philpot', 'attachments', '1', 'exhibit', 'a', '2', 'exhibit', 'b', '3', 'exhibit', 'cscileppi', 'laura', 'enter', '07172017']","['FIRSTAMENDEDCOMPLAINT', 'amend', '1', 'complaint', 'ACB', 'associate', 'LP', 'new', 'york', 'observer', 'LP', 'new', 'york', 'observer', 'LLC', 'company', 'ABC', 'JURY', 'demanddocument', 'file', 'larry', 'philpot', 'relate', 'document', '1', 'complaint', 'file', 'larry', 'philpot', 'attachments', '1', 'exhibit', 'A', '2', 'exhibit', 'B', '3', 'exhibit', 'cscileppi', 'laura', 'enter', '07172017']",,,,,,,
 1:17-cv-04646-DAB,2017-07-17,11,"REQUEST FOR ISSUANCE OF SUMMONS as to The New York Observer, L.P., re: 10 Amended Complaint,. Document filed by Larry Philpot. (Scileppi, Laura) (Entered: 07/17/2017)","['request', 'issuance', 'summon', 'new', 'york', 'observer', 'lp', 're', '10', 'amend', 'complaint', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '07172017']","['REQUESTFORISSUANCEOFSUMMONS', 'new', 'york', 'observer', 'LP', 're', '10', 'amend', 'complaint', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '07172017']",,,,,,,
 1:17-cv-04646-DAB,2017-07-17,12,"REQUEST FOR ISSUANCE OF SUMMONS as to The New York Observer, LLC, re: 10 Amended Complaint,. Document filed by Larry Philpot. (Scileppi, Laura) (Entered: 07/17/2017)","['request', 'issuance', 'summon', 'new', 'york', 'observer', 'llc', 're', '10', 'amend', 'complaint', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '07172017']","['REQUESTFORISSUANCEOFSUMMONS', 'new', 'york', 'observer', 'LLC', 're', '10', 'amend', 'complaint', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '07172017']",,,,,,,
 1:17-cv-04646-DAB,2017-07-17,13,"REQUEST FOR ISSUANCE OF SUMMONS as to Company ABC d/b/a Observer Media, re: 10 Amended Complaint,. Document filed by Larry Philpot. (Scileppi, Laura) (Entered: 07/17/2017)","['request', 'issuance', 'summon', 'company', 'abc', 'dba', 'observer', 'media', 're', '10', 'amend', 'complaint', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '07172017']","['REQUESTFORISSUANCEOFSUMMONS', 'company', 'ABC', 'dba', 'observer', 'media', 're', '10', 'amend', 'complaint', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '07172017']",,,,,,,
 1:17-cv-04646-DAB,2017-07-18,14,ELECTRONIC SUMMONS ISSUED as to Company ABC. (pc) (Entered: 07/18/2017),"['electronic', 'summon', 'issue', 'company', 'abc', 'pc', 'enter', '07182017']","['ELECTRONICSUMMONSISSUED', 'company', 'ABC', 'pc', 'enter', '07182017']",,,,,,,
 1:17-cv-04646-DAB,2017-07-18,15,"ELECTRONIC SUMMONS ISSUED as to The New York Observer, LLC. (pc) (Entered: 07/18/2017)","['electronic', 'summon', 'issue', 'new', 'york', 'observer', 'llc', 'pc', 'enter', '07182017']","['ELECTRONICSUMMONSISSUED', 'new', 'york', 'observer', 'LLC', 'pc', 'enter', '07182017']",,,,,,,
 1:17-cv-04646-DAB,2017-07-18,16,"ELECTRONIC SUMMONS ISSUED as to The New York Observer, L.P.. (pc) (Entered: 07/18/2017)","['electronic', 'summon', 'issue', 'new', 'york', 'observer', 'lp', 'pc', 'enter', '07182017']","['ELECTRONICSUMMONSISSUED', 'new', 'york', 'observer', 'LP', 'pc', 'enter', '07182017']",,,,,,,
 1:17-cv-04646-DAB,2017-08-09,17,"NOTICE OF APPEARANCE by Robert David Garson on behalf of The New York Observer, L.P., The New York Observer, LLC. (Garson, Robert) (Entered: 08/09/2017)","['notice', 'appearance', 'robert', 'david', 'garson', 'behalf', 'new', 'york', 'observer', 'lp', 'new', 'york', 'observer', 'llc', 'garson', 'robert', 'enter', '08092017']","['NOTICEOFAPPEARANCE', 'robert', 'david', 'garson', 'behalf', 'new', 'york', 'observer', 'LP', 'new', 'york', 'observer', 'LLC', 'garson', 'robert', 'enter', '08092017']",,,,,,,
 1:17-cv-04646-DAB,2017-08-09,18,"NOTICE OF APPEARANCE by Robert David Garson on behalf of ACB Associates, L.P., Company ABC. (Garson, Robert) (Entered: 08/09/2017)","['notice', 'appearance', 'robert', 'david', 'garson', 'behalf', 'acb', 'associate', 'lp', 'company', 'abc', 'garson', 'robert', 'enter', '08092017']","['NOTICEOFAPPEARANCE', 'robert', 'david', 'garson', 'behalf', 'ACB', 'associate', 'LP', 'company', 'ABC', 'garson', 'robert', 'enter', '08092017']",,,,,,,
 1:17-cv-04646-DAB,2017-08-09,19,"AFFIDAVIT OF SERVICE of Summons and Amended Complaint,. The New York Observer, LLC served on 7/21/2017, answer due 8/11/2017. Service was accepted by Nancy Dougherty, Business Document Specialist. Document filed by Larry Philpot. (Chung, Andrew) (Entered: 08/09/2017)","['affidavit', 'service', 'summon', 'amend', 'complaint', 'new', 'york', 'observer', 'llc', 'serve', '7212017', 'answer', 'due', '8112017', 'service', 'accept', 'nancy', 'dougherty', 'business', 'document', 'specialist', 'document', 'file', 'larry', 'philpot', 'chung', 'andrew', 'enter', '08092017']","['AFFIDAVITOFSERVICE', 'summon', 'amend', 'complaint', 'new', 'york', 'observer', 'LLC', 'serve', '7212017', 'answer', 'due', '8112017', 'service', 'accept', 'nancy', 'dougherty', 'business', 'document', 'specialist', 'document', 'file', 'larry', 'philpot', 'chung', 'andrew', 'enter', '08092017']",,,,,,,
 1:17-cv-04646-DAB,2017-08-09,20,"AFFIDAVIT OF SERVICE of Summons and Amended Complaint,. The New York Observer, L.P. served on 7/21/2017, answer due 8/11/2017. Service was accepted by Nancy Dougherty, Business Document Specialist. Document filed by Larry Philpot. (Chung, Andrew) (Entered: 08/09/2017)","['affidavit', 'service', 'summon', 'amend', 'complaint', 'new', 'york', 'observer', 'lp', 'serve', '7212017', 'answer', 'due', '8112017', 'service', 'accept', 'nancy', 'dougherty', 'business', 'document', 'specialist', 'document', 'file', 'larry', 'philpot', 'chung', 'andrew', 'enter', '08092017']","['AFFIDAVITOFSERVICE', 'summon', 'amend', 'complaint', 'new', 'york', 'observer', 'LP', 'serve', '7212017', 'answer', 'due', '8112017', 'service', 'accept', 'nancy', 'dougherty', 'business', 'document', 'specialist', 'document', 'file', 'larry', 'philpot', 'chung', 'andrew', 'enter', '08092017']",,,,,,,
 1:17-cv-04646-DAB,2017-08-10,21,"LETTER MOTION for Extension of Time to File Answer re: 20 Affidavit of Service Complaints, 19 Affidavit of Service Complaints, 10 Amended Complaint, addressed to Judge Deborah A. Batts from Robert Garson dated 8/9/2017. Document filed by ACB Associates, L.P., Company ABC, The New York Observer, L.P., The New York Observer, LLC.(Han, Chris) (Entered: 08/10/2017)","['letter', 'motion', 'extension', 'time', 'file', 'answer', 're', '20', 'affidavit', 'service', 'complaints', '19', 'affidavit', 'service', 'complaints', '10', 'amend', 'complaint', 'address', 'judge', 'deborah', 'a', 'batts', 'robert', 'garson', 'date', '892017', 'document', 'file', 'acb', 'associate', 'lp', 'company', 'abc', 'new', 'york', 'observer', 'lp', 'new', 'york', 'observer', 'llchan', 'chris', 'enter', '08102017']","['LETTERMOTION', 'extension', 'time', 'file', 'answer', 're', '20', 'affidavit', 'service', 'complaints', '19', 'affidavit', 'service', 'complaints', '10', 'amend', 'complaint', 'address', 'judge', 'deborah', 'A', 'batts', 'robert', 'garson', 'date', '892017', 'document', 'file', 'ACB', 'associate', 'LP', 'company', 'ABC', 'new', 'york', 'observer', 'LP', 'new', 'york', 'observer', 'llchan', 'chris', 'enter', '08102017']",,,,,,,
 1:17-cv-04646-DAB,2017-08-10,22,"LETTER RESPONSE in Opposition to Motion addressed to Judge Deborah A. Batts from William Dunnegan dated August 10, 2017 re: 21 LETTER MOTION for Extension of Time to File Answer re: 20 Affidavit of Service Complaints, 19 Affidavit of Service Complaints, 10 Amended Complaint, addressed to Judge Deborah A. Batts from Robert Garson dated 8/9/2017. . Document filed by Larry Philpot. (Scileppi, Laura) (Entered: 08/10/2017)","['letter', 'response', 'opposition', 'motion', 'address', 'judge', 'deborah', 'a', 'batts', 'william', 'dunnegan', 'date', 'august', '10', '2017', 're', '21', 'letter', 'motion', 'extension', 'time', 'file', 'answer', 're', '20', 'affidavit', 'service', 'complaints', '19', 'affidavit', 'service', 'complaints', '10', 'amend', 'complaint', 'address', 'judge', 'deborah', 'a', 'batts', 'robert', 'garson', 'date', '892017', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '08102017']","['LETTERRESPONSE', 'opposition', 'motion', 'address', 'judge', 'deborah', 'A', 'batts', 'william', 'dunnegan', 'date', 'august', '10', '2017', 're', '21', 'LETTERMOTION', 'extension', 'time', 'file', 'answer', 're', '20', 'affidavit', 'service', 'complaints', '19', 'affidavit', 'service', 'complaints', '10', 'amend', 'complaint', 'address', 'judge', 'deborah', 'A', 'batts', 'robert', 'garson', 'date', '892017', 'document', 'file', 'larry', 'philpot', 'scileppi', 'laura', 'enter', '08102017']",,,,,,,
 1:17-cv-04646-DAB,2017-08-10,23,"LETTER REPLY to Response to Motion addressed to Judge Deborah A. Batts from Robert Garson dated 8/10/17 re: 21 LETTER MOTION for Extension of Time to File Answer re: 20 Affidavit of Service Complaints, 19 Affidavit of Service Complaints, 10 Amended Complaint, addressed to Judge Deborah A. Batts from Robert Garson dated 8/9/2017. . Document filed by ACB Associates, L.P., Company ABC, The New York Observer, L.P., The New York Observer, LLC. (Garson, Robert) (Entered: 08/10/2017)","['letter', 'reply', 'response', 'motion', 'address', 'judge', 'deborah', 'a', 'batts', 'robert', 'garson', 'date', '81017', 're', '21', 'letter', 'motion', 'extension', 'time', 'file', 'answer', 're', '20', 'affidavit', 'service', 'complaints', '19', 'affidavit', 'service', 'complaints', '10', 'amend', 'complaint', 'address', 'judge', 'deborah', 'a', 'batts', 'robert', 'garson', 'date', '892017', 'document', 'file', 'acb', 'associate', 'lp', 'company', 'abc', 'new', 'york', 'observer', 'lp', 'new', 'york', 'observer', 'llc', 'garson', 'robert', 'enter', '08102017']","['LETTERREPLY', 'response', 'motion', 'address', 'judge', 'deborah', 'A', 'batts', 'robert', 'garson', 'date', '81017', 're', '21', 'LETTERMOTION', 'extension', 'time', 'file', 'answer', 're', '20', 'affidavit', 'service', 'complaints', '19', 'affidavit', 'service', 'complaints', '10', 'amend', 'complaint', 'address', 'judge', 'deborah', 'A', 'batts', 'robert', 'garson', 'date', '892017', 'document', 'file', 'ACB', 'associate', 'LP', 'company', 'ABC', 'new', 'york', 'observer', 'LP', 'new', 'york', 'observer', 'LLC', 'garson', 'robert', 'enter', '08102017']",,,,,,,
 1:17-cv-04646-DAB,2017-08-10,24,"ORDER granting 21 Letter Motion for Extension of Time to Answer re 21 LETTER MOTION for Extension of Time to File Answer re: 20 Affidavit of Service Complaints, 19 Affidavit of Service Complaints, 10 Amended Complaint, addressed to Judge Deborah A. Batts from Robert Garson dated 8/9/2017. Granted. SO ORDERED. ACB Associates, L.P. answer due 8/28/2017; Company ABC answer due 8/28/2017; The New York Observer, L.P. answer due 8/28/2017; The New York Observer, LLC answer due 8/28/2017. (Signed by Judge Deborah A. Batts on 8/10/2017) (rj) (Entered: 08/11/2017)","['order', 'grant', '21', 'letter', 'motion', 'extension', 'time', 'answer', '21', 'letter', 'motion', 'extension', 'time', 'file', 'answer', 're', '20', 'affidavit', 'service', 'complaints', '19', 'affidavit', 'service', 'complaints', '10', 'amend', 'complaint', 'address', 'judge', 'deborah', 'a', 'batts', 'robert', 'garson', 'date', '892017', 'grant', 'order', 'acb', 'associate', 'lp', 'answer', 'due', '8282017', 'company', 'abc', 'answer', 'due', '8282017', 'new', 'york', 'observer', 'lp', 'answer', 'due', '8282017', 'new', 'york', 'observer', 'llc', 'answer', 'due', '8282017', 'sign', 'judge', 'deborah', 'a', 'batts', '8102017', 'rj', 'enter', '08112017']","['ORDER', 'grant', '21', 'letter', 'motion', 'extension', 'time', 'answer', '21', 'LETTERMOTION', 'extension', 'time', 'file', 'answer', 're', '20', 'affidavit', 'service', 'complaints', '19', 'affidavit', 'service', 'complaints', '10', 'amend', 'complaint', 'address', 'judge', 'deborah', 'A', 'batts', 'robert', 'garson', 'date', '892017', 'grant', 'SOORDEREDACB', 'associate', 'LP', 'answer', 'due', '8282017', 'company', 'ABC', 'answer', 'due', '8282017', 'new', 'york', 'observer', 'LP', 'answer', 'due', '8282017', 'new', 'york', 'observer', 'LLC', 'answer', 'due', '8282017', 'sign', 'judge', 'deborah', 'A', 'batts', '8102017', 'rj', 'enter', '08112017']",,,,,,,
 1:17-cv-04646-DAB,2017-08-24,25,"AFFIDAVIT OF SERVICE of Summons and Amended Complaint,. ACB Associates, L.P. served on 8/14/2017, answer due 9/5/2017. Service was accepted by Nancy Dougherty, Designated Agent at the Office of the Secretary of State. Document filed by Larry Philpot. (Weiss, Richard) (Entered: 08/24/2017)","['affidavit', 'service', 'summon', 'amend', 'complaint', 'acb', 'associate', 'lp', 'serve', '8142017', 'answer', 'due', '952017', 'service', 'accept', 'nancy', 'dougherty', 'designate', 'agent', 'office', 'secretary', 'state', 'document', 'file', 'larry', 'philpot', 'weiss', 'richard', 'enter', '08242017']","['AFFIDAVITOFSERVICE', 'summon', 'amend', 'complaint', 'ACB', 'associate', 'LP', 'serve', '8142017', 'answer', 'due', '952017', 'service', 'accept', 'nancy', 'dougherty', 'designate', 'agent', 'office', 'secretary', 'state', 'document', 'file', 'larry', 'philpot', 'weiss', 'richard', 'enter', '08242017']",,,,,,,
