,Case ID,Date Filed,#,Docket Text,topics
28, 1:17-cv-04006-RJS,2017-06-23,20.0,"ORDER terminating 14 Motion for Preliminary Injunction,( Pre-Motion Conference set for 7/18/2017 at 11:30 AM before Judge Richard J. Sullivan.); granting 19 Letter Motion for Conference re: 19 LETTER MOTION for Conference Re: Plaintiff's Contemplated Motion pursuant to Fed. R. Civ. P. 56; withdrawal of pending motion; and amendment of Complaint addressed to Judge Richard J. Sullivan from Kevin Kehrli dated June 23, 2017., 14 MOTION for Preliminary Injunction . IT IS HEREBY ORDERED THAT Plaintiff's request to withdraw the preliminary injunction is GRANTED. The Clerk of Court is respectfully directed to terminate the motion pending at docket number 14. IT IS FURTHER ORDERED THAT, by June 27, 2017, pursuant to Rule 2.A of the Court's Individual Rules and Practices, Plaintiff shall submit (1) its proposed amended complaint, and (2) a blackline comparison of the operative complaint and the proposed amended complaint. IT IS FURTHER ORDERED THAT, by June 30, 2017, Defendant shall respond to Plaintiff's pre-motion letter. IT IS FURTHER ORDERED THAT the parties shall appear for a pre-motion conference on Plaintiff's contemplated motion for summary judgment on Tuesday, July 18, 2017 at 11:30 a.m. (Signed by Judge Richard J. Sullivan on 6/23/2017) (rj) (Entered: 06/26/2017)","[('Topic 4', 0.66939), ('Topic 1', 0.249), ('Topic 9', 0.05747)]"
29, 1:17-cv-04006-RJS,2017-06-23,,Set/Reset Deadlines: Amended Pleadings due by 6/27/2017. (rj) (Entered: 06/26/2017),"[('Topic 4', 0.67043), ('Topic 1', 0.2538), ('Topic 7', 0.05163)]"
30, 1:17-cv-04006-RJS,2017-06-27,21.0,"LETTER addressed to Judge Richard J. Sullivan from Kevin Kehrli dated June 27, 2017 re: the Court's June 23 Order. Document filed by LG Capital Funding, LLC. (Attachments: # 1 Exhibit Proposed Amended Complaint, # 2 Exhibit Ex. A, # 3 Exhibit Ex. B, # 4 Exhibit Ex. C, # 5 Exhibit Ex. D, # 6 Exhibit Ex. E, # 7 Exhibit Ex. F, # 8 Exhibit Ex. G, # 9 Exhibit Ex. H, # 10 Exhibit Ex. I, # 11 Exhibit Ex. J, # 12 Exhibit Ex. K, # 13 Exhibit Ex. L, # 14 Exhibit Ex. M, # 15 Exhibit Ex. N, # 16 Exhibit Ex. O, # 17 Exhibit Comparison of Complaint and Proposed First Amended Complaint)(Kehrli, Kevin) (Entered: 06/27/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.2538), ('Topic 7', 0.05165)]"
31, 1:17-cv-04006-RJS,2017-06-28,22.0,"ORDER: Due to a conflict on the Court's calendar, the conference previously scheduled for Tuesday, July 18, 2017 at 11:30 a.m. is ADJOURNED to 5:00 p.m. on the same day. The Court regrets any inconvenience to the parties caused by this necessary adjournment. (Pre-Motion Conference set for 7/18/2017 at 05:00 PM before Judge Richard J. Sullivan.) (Signed by Judge Richard J. Sullivan on 6/28/2017) (ras) (Entered: 06/29/2017)","[('Topic 4', 0.67043), ('Topic 1', 0.25375), ('Topic 7', 0.05168)]"
32, 1:17-cv-04006-RJS,2017-06-30,23.0,"LETTER addressed to Judge Richard J. Sullivan from Gary M. Fellner dated June 30, 2017 re: Plaintiffs letter dated June 23, 2017. Document filed by Exeled Holdings Inc..(Fellner, Gary) (Entered: 06/30/2017)","[('Topic 4', 0.67048), ('Topic 1', 0.25371), ('Topic 7', 0.05167)]"
33, 1:17-cv-04006-RJS,2017-06-30,24.0,"MEMO ENDORSEMENT on re: 23 Letter filed by Exeled Holdings Inc. ENDORSEMENT: IT IS HEREBY ORDERED that Plaintiff shall file its amended complaint by July 5, 2017 and Defendant shall answer or otherwise respond to the amended complaint by July 19, 2017. (Amended Pleadings due by 7/5/2017.) (Signed by Judge Richard J. Sullivan on 6/30/2017) (ras) (Entered: 06/30/2017)","[('Topic 4', 0.6704), ('Topic 1', 0.25376), ('Topic 7', 0.0517)]"
34, 1:17-cv-04006-RJS,2017-07-06,25.0,"FILING ERROR - DEFICIENT PLEADING - FRCP RULE 15 NON-COMPLIANCE FIRST AMENDED COMPLAINT amending 1 Complaint, against Exeled Holdings Inc..Document filed by LG Capital Funding, LLC. Related document: 1 Complaint, filed by LG Capital Funding, LLC. (Attachments: # 1 Exhibit A - SPA, # 2 Exhibit B - Note 1, # 3 Exhibit C - DPA, # 4 Exhibit D - Note 2, # 5 Exhibit E - Board Resolution, # 6 Exhibit F - Notices of Conversion, # 7 Exhibit G - Emails, # 8 Exhibit H - Notice of Conversion, # 9 Exhibit I - Default Notice, # 10 Exhibit J - Breached Agreement, # 11 Exhibit K - Stock Chart 1, # 12 Exhibit L - Notice of Conversion, # 13 Exhibit M - Email, # 14 Exhibit N - Default Notice, # 15 Exhibit O - Stock Chart 2)(Kehrli, Kevin) Modified on 7/7/2017 (pc). (Entered: 07/06/2017)","[('Topic 4', 0.67048), ('Topic 1', 0.25373), ('Topic 7', 0.05165)]"
35, 1:17-cv-04006-RJS,2017-07-07,,"***NOTICE TO ATTORNEY REGARDING DEFICIENT PLEADING. Notice to Attorney Kevin Kehrli to RE-FILE re: Document No. 25 Amended Complaint,. The filing is deficient for the following reason(s): Court's leave has not been granted The amended complaint was filed after the due date. Permission from Chambers will need to be acquired for the amended complaint to be accepted. Re-file the pleading using the event type Amended Complaint found under the event list Complaints and Other Initiating Documents - attach the correct signed PDF - select the individually named filer/filers - select the individually named party/parties the pleading is against. File the Exhibit to Pleading event found under the event list Other Documents and attach either opposing party's written consent or Court's leave. (pc) (Entered: 07/07/2017)","[('Topic 4', 0.67046), ('Topic 1', 0.25376), ('Topic 7', 0.05164)]"
36, 1:17-cv-04006-RJS,2017-07-10,26.0,"FIRST AMENDED COMPLAINT amending 25 Amended Complaint,,, 1 Complaint, against Exeled Holdings Inc..Document filed by LG Capital Funding, LLC. Related document: 25 Amended Complaint,,, filed by LG Capital Funding, LLC, 1 Complaint, filed by LG Capital Funding, LLC. (Attachments: # 1 Exhibit A - SPA, # 2 Exhibit B - Note 1, # 3 Exhibit C - DPA, # 4 Exhibit D - Note 2, # 5 Exhibit E - Board Resolution, # 6 Exhibit F - Notices of Conversion, # 7 Exhibit G - Email, # 8 Exhibit H - Notice of Conversion 1, # 9 Exhibit I - Default Letter, # 10 Exhibit J - Breached Settlement Agreement, # 11 Exhibit K - Stock Chart 1, # 12 Exhibit L - Notice of Conversion 2, # 13 Exhibit M - Emails, # 14 Exhibit N - Second Default Letter, # 15 Exhibit O - Stock Chart 2, # 16 Supplement Other Documents - Letter with Consent of Parties for Filing per the Clerks Order)(Kehrli, Kevin) (Entered: 07/10/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25376), ('Topic 7', 0.05168)]"
37, 1:17-cv-04006-RJS,2017-07-10,27.0,"EXHIBIT TO PLEADING re: 26 Amended Complaint,,, 25 Amended Complaint,,,. Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) (Entered: 07/10/2017)","[('Topic 4', 0.66939), ('Topic 1', 0.24903), ('Topic 9', 0.05744)]"
38, 1:17-cv-04006-RJS,2017-07-14,28.0,"ORDER: Due to a conflict on the Court's calendar, the conference previously scheduled for Tuesday, July 18, 2017 at 5:00 p.m. will instead take place at 2:30 p.m. on the same day. The Court regrets any inconvenience to the parties caused by this necessary adjournment. ( Pre-Motion Conference set for 7/18/2017 at 02:30 PM before Judge Richard J. Sullivan.) (Signed by Judge Richard J. Sullivan on 7/14/2017) (mro) (Entered: 07/17/2017)","[('Topic 4', 0.67045), ('Topic 1', 0.25366), ('Topic 7', 0.05175)]"
39, 1:17-cv-04006-RJS,2017-07-18,,"Minute Entry for proceedings held before Judge Richard J. Sullivan: Pre-Motion Conference held on 7/18/2017. Attorney Kevin Kehrli present for Plaintiff. Attorney Gary Fellner present for Defendant. Court reporter present. Plaintiff to file its motion for summary judgment by August 17, 2017; Defendant to file opposition by September 25, 2017; Plaintiff to file reply by October 6, 2017. (Kelley, Mark) (Entered: 07/18/2017)","[('Topic 4', 0.6705), ('Topic 1', 0.25362), ('Topic 7', 0.05173)]"
40, 1:17-cv-04006-RJS,2017-07-19,29.0,"ANSWER to 26 Amended Complaint,,,., COUNTERCLAIM against LG Capital Funding, LLC. Document filed by Exeled Holdings Inc..(Fellner, Gary) (Entered: 07/19/2017)","[('Topic 4', 0.67042), ('Topic 1', 0.2538), ('Topic 7', 0.05164)]"
41, 1:17-cv-04006-RJS,2017-07-20,30.0,"LETTER addressed to Judge Richard J. Sullivan from Kevin Kehrli dated July 20, 2017 re: Declaration regarding Jurisdiction. Document filed by LG Capital Funding, LLC. (Attachments: # 1 Exhibit A - Declaration)(Kehrli, Kevin) (Entered: 07/20/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25377), ('Topic 7', 0.05167)]"
42, 1:17-cv-04006-RJS,2017-07-28,31.0,"ANSWER to 29 Counterclaim. Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) (Entered: 07/28/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25376), ('Topic 7', 0.05168)]"
43, 1:17-cv-04006-RJS,2017-08-04,32.0,"AMENDED ANSWER to 29 Answer to Amended Complaint, Counterclaim, 26 Amended Complaint,,,., COUNTERCLAIM against LG Capital Funding, LLC. Document filed by Exeled Holdings Inc.. (Fellner, Gary) (Entered: 08/04/2017)","[('Topic 4', 0.67047), ('Topic 1', 0.25376), ('Topic 7', 0.05162)]"
44, 1:17-cv-04006-RJS,2017-08-09,33.0,"ANSWER to 32 Counterclaim. Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) (Entered: 08/09/2017)","[('Topic 4', 0.67043), ('Topic 1', 0.25361), ('Topic 7', 0.05182)]"
45, 1:17-cv-04006-RJS,2017-08-17,34.0,"MOTION for Summary Judgment . Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) (Entered: 08/17/2017)","[('Topic 4', 0.67045), ('Topic 1', 0.25377), ('Topic 7', 0.05164)]"
46, 1:17-cv-04006-RJS,2017-08-17,35.0,"RULE 56.1 STATEMENT. Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 08/17/2017)","[('Topic 4', 0.67039), ('Topic 1', 0.25376), ('Topic 7', 0.0517)]"
47, 1:17-cv-04006-RJS,2017-08-17,36.0,"DECLARATION of Joseph Lerman in Support re: 34 MOTION for Summary Judgment .. Document filed by LG Capital Funding, LLC. (Attachments: # 1 Exhibit A - Disbursement Authorization, # 2 Exhibit B - Wire Confirmation, # 3 Exhibit C - Wire Confirmation 2, # 4 Exhibit D - Release of Note 2, # 5 Exhibit E - Stock Price)(Kehrli, Kevin) (Entered: 08/17/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25375), ('Topic 7', 0.05169)]"
48, 1:17-cv-04006-RJS,2017-08-17,37.0,"MEMORANDUM OF LAW in Support re: 34 MOTION for Summary Judgment . . Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 08/17/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25377), ('Topic 7', 0.05168)]"
49, 1:17-cv-04006-RJS,2017-09-25,38.0,"MEMORANDUM OF LAW in Opposition re: 34 MOTION for Summary Judgment . . Document filed by Exeled Holdings Inc.. (Fellner, Gary) (Entered: 09/25/2017)","[('Topic 4', 0.67043), ('Topic 1', 0.25376), ('Topic 7', 0.05167)]"
50, 1:17-cv-04006-RJS,2017-09-25,39.0,"COUNTER STATEMENT TO 35 Rule 56.1 Statement. Document filed by Exeled Holdings Inc.. (Fellner, Gary) (Entered: 09/25/2017)","[('Topic 4', 0.6704), ('Topic 1', 0.25377), ('Topic 7', 0.05169)]"
51, 1:17-cv-04006-RJS,2017-09-25,40.0,"DECLARATION of Harold Hansen in Opposition re: 34 MOTION for Summary Judgment .. Document filed by Exeled Holdings Inc.. (Attachments: # 1 Exhibit - A to Hansen Declaration, # 2 Exhibit - B to Hansen Declaration, # 3 Exhibit - C to Hansen Declaration)(Fellner, Gary) (Entered: 09/25/2017)","[('Topic 4', 0.67045), ('Topic 1', 0.25374), ('Topic 7', 0.05167)]"
52, 1:17-cv-04006-RJS,2017-09-25,41.0,"DECLARATION of Ronald G. Quintero in Opposition re: 34 MOTION for Summary Judgment .. Document filed by Exeled Holdings Inc.. (Attachments: # 1 Exhibit - A to Quintero Declaration, # 2 Exhibit - B to Quintero Declaration, # 3 Exhibit - C to Quintero Declaration, # 4 Exhibit - D to Quintero Declaration, # 5 Exhibit - E to Quintero Declaration, # 6 Exhibit - F to Quintero Declaration, # 7 Exhibit - G to Quintero Declaration, # 8 Exhibit - H to Quintero Declaration, # 9 Exhibit I to Quintero Declaration, # 10 Exhibit - J to Quintero Declaration, # 11 Exhibit - K to Quintero Declaration, # 12 Exhibit - L to Quintero Declaration)(Fellner, Gary) (Entered: 09/25/2017)","[('Topic 4', 0.67049), ('Topic 1', 0.25373), ('Topic 7', 0.05164)]"
53, 1:17-cv-04006-RJS,2017-09-25,42.0,"DECLARATION of Gary M. Fellner in Opposition re: 34 MOTION for Summary Judgment .. Document filed by Exeled Holdings Inc.. (Attachments: # 1 Exhibit - A to Fellner Declaration, # 2 Exhibit - B to Fellner Declaration, # 3 Exhibit - C to Fellner Declaration, # 4 Exhibit - D to Fellner Declaration)(Fellner, Gary) (Entered: 09/25/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25377), ('Topic 7', 0.05168)]"
54, 1:17-cv-04006-RJS,2017-10-04,43.0,"LETTER MOTION for Leave to File Excess Pages addressed to Judge Richard J. Sullivan from Kevin Kehrli dated October 4, 2017. Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) (Entered: 10/04/2017)","[('Topic 4', 0.67045), ('Topic 1', 0.25371), ('Topic 7', 0.05169)]"
55, 1:17-cv-04006-RJS,2017-10-04,44.0,"LETTER RESPONSE to Motion addressed to Judge Richard J. Sullivan from Gary M. Fellner dated October 4, 2017 re: 43 LETTER MOTION for Leave to File Excess Pages addressed to Judge Richard J. Sullivan from Kevin Kehrli dated October 4, 2017. . Document filed by Exeled Holdings Inc.. (Fellner, Gary) (Entered: 10/04/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25381), ('Topic 7', 0.05164)]"
56, 1:17-cv-04006-RJS,2017-10-04,45.0,"LETTER REPLY to Response to Motion addressed to Judge Richard J. Sullivan from Kevin Kehrli dated October 4, 2017 re: 43 LETTER MOTION for Leave to File Excess Pages addressed to Judge Richard J. Sullivan from Kevin Kehrli dated October 4, 2017. . Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 10/04/2017)","[('Topic 4', 0.67046), ('Topic 1', 0.25375), ('Topic 7', 0.05165)]"
57, 1:17-cv-04006-RJS,2017-10-04,46.0,"MEMO ENDORSED ORDER granting 43 Letter Motion for Leave to File Excess Pages on 45 LETTER REPLY to Response to Motion, filed by LG Capital Funding, LLC. ENDORSEMENT: Because the Court is persuaded that further briefing on Defendant's many arguments would be helpful, IT IS HEREBY ORDERED that Plaintiff's request for leave to file a reply brief of no more than 15 pages is GRANTED. So Ordered. (Signed by Judge Richard J. Sullivan on 10/4/17) (yv) (Entered: 10/05/2017)","[('Topic 4', 0.67047), ('Topic 1', 0.25371), ('Topic 7', 0.05168)]"
58, 1:17-cv-04006-RJS,2017-10-05,47.0,"REPLY MEMORANDUM OF LAW in Support re: 34 MOTION for Summary Judgment . . Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 10/05/2017)","[('Topic 4', 0.67051), ('Topic 1', 0.25365), ('Topic 7', 0.05169)]"
59, 1:17-cv-04006-RJS,2017-12-13,48.0,"LETTER addressed to Judge Richard J. Sullivan from Gary M. Fellner dated December 13, 2017 re: Development: SEC v. Almagarby, et ano.. Document filed by Exeled Holdings Inc.. (Attachments: # 1 Exhibit - A)(Fellner, Gary) (Entered: 12/13/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.2538), ('Topic 7', 0.05165)]"
60, 1:17-cv-04006-RJS,2017-12-13,49.0,"MEMO ENDORSEMENT on re: 48 Letter filed by Exeled Holdings Inc. ENDORSEMENT: IT IS HEREBY ORDERED that Plaintiff shall respond to Defendant's letter by Monday, December 18, 2017. (Signed by Judge Richard J. Sullivan on 12/13/2017) (ras) (Entered: 12/13/2017)","[('Topic 4', 0.67043), ('Topic 1', 0.25375), ('Topic 7', 0.05168)]"
61, 1:17-cv-04006-RJS,2017-12-14,50.0,"LETTER addressed to Judge Richard J. Sullivan from Kevin Kehrli dated December 14, 2017 re: Defendant's Submission, Dkt. 48. Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) (Entered: 12/14/2017)","[('Topic 4', 0.6705), ('Topic 1', 0.25365), ('Topic 7', 0.05171)]"
62, 1:17-cv-04006-RJS,2017-12-14,51.0,"MEMO ENDORSEMENT on re: 50 Letter filed by LG Capital Funding, LLC. ENDORSEMENT: Plaintiff's request to strike Defendant's letter is DENIED. However, because Defendant's contemplated counterclaims against Plaintiff could affect the pending motion for summary judgment, IT IS HEREBY ORDERED that, by Wednesday, December 20, 2017, Defendant shall submit a letter indicating whether it intends to request leave to amend its answer to assert counterclaims against Plaintiff. (Signed by Judge Richard J. Sullivan on 12/14/2017) (mro) (Entered: 12/15/2017)","[('Topic 4', 0.67042), ('Topic 1', 0.25377), ('Topic 7', 0.05167)]"
63, 1:17-cv-04006-RJS,2017-12-20,52.0,"LETTER MOTION for Leave to File Amended Answer to First Amended Complaint addressed to Judge Richard J. Sullivan from Gary M. Fellner, Esq. dated December 20, 2017. Document filed by Exeled Holdings Inc.. (Attachments: # 1 Proposed Amended Answer to First Amended Complaint, # 2 Redline Comparison)(Fellner, Gary) (Entered: 12/20/2017)","[('Topic 4', 0.67044), ('Topic 1', 0.25374), ('Topic 7', 0.05168)]"
64, 1:17-cv-04006-RJS,2017-12-20,53.0,"ORDER with respect to 52 Letter Motion for Leave to File Document. IT IS HEREBY ORDERED that Plaintiff shall respond to Defendant's pre-motion letter by December 27, 2017. SO ORDERED. (Signed by Judge Richard J. Sullivan on 12/20/2017) (anc) (Entered: 12/21/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25374), ('Topic 7', 0.0517)]"
65, 1:17-cv-04006-RJS,2017-12-20,,Set/Reset Deadlines: Responses due by 12/27/2017. (anc) (Entered: 12/21/2017),"[('Topic 4', 0.66939), ('Topic 1', 0.249), ('Topic 9', 0.05747)]"
66, 1:17-cv-04006-RJS,2017-12-22,54.0,"LETTER RESPONSE in Opposition to Motion addressed to Judge Richard J. Sullivan from Kevin Kehrli dated December 22, 2017 re: 52 LETTER MOTION for Leave to File Amended Answer to First Amended Complaint addressed to Judge Richard J. Sullivan from Gary M. Fellner, Esq. dated December 20, 2017. . Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 12/22/2017)","[('Topic 4', 0.67049), ('Topic 1', 0.25367), ('Topic 7', 0.0517)]"
67, 1:17-cv-04006-RJS,2018-01-05,55.0,"MEMO ENDORSEMENT on 54 LETTER RESPONSE granting 52 Letter Motion for Leave to File Document. ENDORSEMENT: In light of the fact that this case was initiated several months ago and little to no discovery has taken place, IT IS HEREBY ORDERED that Defendant's request for leave to file an amended answer is GRANTED. Defendant shall file its amended answer by Friday, January 12, 2018. IT IS FURTHER ORDERED THAT, by Friday, January 12, 2018, the parties shall submit a joint letter indicating (1) whether Plaintiff intends to answer or to move to dismiss Defendant's new counterclaim, and (2) whether the parties wish to file supplemental briefing on the issues raised by the amended complaint, and, if so, proposing a briefing schedule for the supplemental briefing. SO ORDERED. (Signed by Judge Richard J. Sullivan on 1/5/2018) (anc) Modified on 1/10/2018 (anc). (Entered: 01/08/2018)","[('Topic 4', 0.67041), ('Topic 1', 0.25376), ('Topic 7', 0.05168)]"
68, 1:17-cv-04006-RJS,2018-01-05,,Set/Reset Deadlines: Exeled Holdings Inc. answer due 1/12/2018. (anc) (Entered: 01/08/2018),"[('Topic 4', 0.67047), ('Topic 1', 0.25377), ('Topic 7', 0.05162)]"
69, 1:17-cv-04006-RJS,2018-01-10,56.0,"LETTER addressed to Judge Richard J. Sullivan from Kevin Kehrli dated January 10, 2018 re: Joint Letter per January 5 Order. Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) (Entered: 01/10/2018)","[('Topic 4', 0.6704), ('Topic 1', 0.25378), ('Topic 7', 0.05168)]"
70, 1:17-cv-04006-RJS,2018-01-11,57.0,"MEMO ENDORSEMENT on re: 56 LETTER denying without prejudice to renewal 34 Motion for Summary Judgment. ENDORSEMENT: IT IS HEREBY ORDERED that the pending motion for summary judgment is DENIED without prejudice to renewal after the filing of Defendant's amended answer and counterclaims. Upon the filing of Plaintiff's renewed motion for summary judgment, the parties may rely on their prior submissions, along with supplemental submissions that address Defendant's new defenses and counterclaim. IT IS FURTHER ORDERED that Defendant shall file its amended answer by January 12, 2018; Plaintiff shall file its renewed motion for summary judgment and supplemental brief by February 9, 2018; Defendant shall file its supplemental brief in response by March 2, 2018; and Plaintiff shall file its reply by March 9, 2018. IT IS FURTHER ORDERED that the parties' supplemental briefs shall not exceed 10 pages, and Plaintiff's reply brief shall not exceed 5 pages. The Clerk of Court is respectfully directed to terminate the motion pending at docket number 34. (Signed by Judge Richard J. Sullivan on 1/11/2018) (ras) Modified on 1/17/2018 (ras). (Entered: 01/11/2018)","[('Topic 4', 0.6694), ('Topic 1', 0.24903), ('Topic 9', 0.05743)]"
71, 1:17-cv-04006-RJS,2018-01-11,,Set/Reset Deadlines: Motions due by 2/9/2018. Responses due by 3/2/2018. Replies due by 3/9/2018. (ras) (Entered: 01/11/2018),"[('Topic 4', 0.66938), ('Topic 1', 0.24898), ('Topic 9', 0.0575)]"
72, 1:17-cv-04006-RJS,2018-01-11,58.0,"NOTICE of Termination. Document filed by LG Capital Funding, LLC. (Han, Chris) (Entered: 01/11/2018)","[('Topic 4', 0.67047), ('Topic 1', 0.25376), ('Topic 7', 0.05163)]"
73, 1:17-cv-04006-RJS,2018-01-15,59.0,"AMENDED ANSWER to 26 Amended Complaint,,,., COUNTERCLAIM against LG Capital Funding, LLC. Document filed by Exeled Holdings Inc.. (Fellner, Gary) (Entered: 01/15/2018)","[('Topic 4', 0.6704), ('Topic 1', 0.25376), ('Topic 7', 0.05169)]"
74, 1:17-cv-04006-RJS,2018-01-24,60.0,"FILING ERROR - DEFICIENT DOCKET ENTRY (SEE 61 Amended Answer) - ANSWER to 59 Counterclaim. Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) Modified on 1/30/2018 (db). (Entered: 01/24/2018)","[('Topic 4', 0.67043), ('Topic 1', 0.25378), ('Topic 7', 0.05164)]"
75, 1:17-cv-04006-RJS,2018-01-24,61.0,"AMENDED ANSWER to 59 Amended Answer to Complaints, Counterclaim. Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 01/24/2018)","[('Topic 4', 0.6694), ('Topic 1', 0.24902), ('Topic 9', 0.05744)]"
76, 1:17-cv-04006-RJS,2018-02-05,62.0,"MEMO ENDORSEMENT on NOTICE OF WITHDRAWAL. PLEASE TAKE NOTICE that Chris Han is no longer associated with Garson, Segal, Steinmetz, Fladgate LLP and should be removed from the Court's service list with respect to the above referenced action. Garson, Segal, Steinmetz, Fladgate LLP continues to serve as counsel for Plaintiff, LG Capital Funding, LLC, through its attorney Kevin Kehrli, and all future correspondence and papers in this action should continue to be directed to him. ENDORSEMENT: SO ORDERED. Attorney Chris Han terminated. (Signed by Judge Richard J. Sullivan on 2/5/2018) (mro) (Entered: 02/06/2018)","[('Topic 4', 0.67042), ('Topic 1', 0.25374), ('Topic 7', 0.0517)]"
77, 1:17-cv-04006-RJS,2018-02-09,63.0,"MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order. Document filed by LG Capital Funding, LLC.(Kehrli, Kevin) (Entered: 02/09/2018)","[('Topic 4', 0.67041), ('Topic 1', 0.25375), ('Topic 7', 0.05169)]"
78, 1:17-cv-04006-RJS,2018-02-09,64.0,"SUPPLEMENTAL MEMORANDUM OF LAW in Support re: 63 MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order., 34 MOTION for Summary Judgment . . Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 02/09/2018)","[('Topic 4', 0.6705), ('Topic 1', 0.25372), ('Topic 7', 0.05164)]"
79, 1:17-cv-04006-RJS,2018-03-02,65.0,"SUPPLEMENTAL MEMORANDUM OF LAW in Opposition re: 63 MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order. . Document filed by Exeled Holdings Inc.. (Fellner, Gary) (Entered: 03/02/2018)","[('Topic 4', 0.67042), ('Topic 1', 0.25377), ('Topic 7', 0.05167)]"
80, 1:17-cv-04006-RJS,2018-03-02,66.0,"DECLARATION of Gary M. Fellner, Esq. in Opposition re: 63 MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order.. Document filed by Exeled Holdings Inc.. (Attachments: # 1 Exhibit - A to Fellner Declaration, # 2 Exhibit - B to Fellner Declaration)(Fellner, Gary) (Entered: 03/02/2018)","[('Topic 4', 0.67043), ('Topic 1', 0.2537), ('Topic 7', 0.05173)]"
81, 1:17-cv-04006-RJS,2018-03-09,67.0,"SUPPLEMENTAL REPLY MEMORANDUM OF LAW in Support re: 63 MOTION for Summary Judgment Renewed per the Court's January 11, 2018 Order. . Document filed by LG Capital Funding, LLC. (Kehrli, Kevin) (Entered: 03/09/2018)","[('Topic 4', 0.67042), ('Topic 1', 0.2538), ('Topic 7', 0.05163)]"
1, 1:17-cv-04646-DAB,2017-06-20,1.0,"COMPLAINT against ACB Associates, L.P.. (Filing Fee $ 400.00, Receipt Number 0208-13807195)Document filed by Larry Philpot.(Scileppi, Laura) (Entered: 06/20/2017)","[('Topic 4', 0.67039), ('Topic 1', 0.25376), ('Topic 7', 0.0517)]"
2, 1:17-cv-04646-DAB,2017-06-20,2.0,"CIVIL COVER SHEET filed. (Scileppi, Laura) (Entered: 06/20/2017)","[('Topic 4', 0.6704), ('Topic 1', 0.25377), ('Topic 7', 0.05168)]"
3, 1:17-cv-04646-DAB,2017-06-20,3.0,"REQUEST FOR ISSUANCE OF SUMMONS as to ACB Associates, L.P., re: 1 Complaint. Document filed by Larry Philpot. (Scileppi, Laura) (Entered: 06/20/2017)","[('Topic 4', 0.67041), ('Topic 1', 0.25376), ('Topic 7', 0.05168)]"
4, 1:17-cv-04646-DAB,2017-06-20,4.0,"NOTICE OF APPEARANCE by William Irvin Dunnegan on behalf of Larry Philpot. (Dunnegan, William) (Entered: 06/20/2017)","[('Topic 4', 0.66939), ('Topic 1', 0.24903), ('Topic 9', 0.05744)]"
5, 1:17-cv-04646-DAB,2017-06-20,5.0,"AO 121 FORM COPYRIGHT - NOTICE OF SUBMISSION BY ATTORNEY. AO 121 Form Copyright for case opening submitted to court for review.(Dunnegan, William) (Entered: 06/20/2017)","[('Topic 4', 0.66939), ('Topic 1', 0.24902), ('Topic 9', 0.05744)]"
6, 1:17-cv-04646-DAB,2017-06-20,6.0,"NOTICE OF APPEARANCE by Richard Weiss on behalf of Larry Philpot. (Weiss, Richard) (Entered: 06/20/2017)","[('Topic 4', 0.66939), ('Topic 1', 0.24902), ('Topic 9', 0.05745)]"
7, 1:17-cv-04646-DAB,2017-06-20,7.0,"NOTICE OF APPEARANCE by Andrew Sup Chung on behalf of Larry Philpot. (Chung, Andrew) (Entered: 06/20/2017)","[('Topic 4', 0.67046), ('Topic 1', 0.25377), ('Topic 7', 0.05162)]"
